Air Terminal Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Assembly Code,Assembly Description,Assembly Name,Classification Number,Classification Title,Comments,Cost,Count,Critical Path,Description,Elevation from Level,Excavation Volume on Toposolid,Exchange Entity ID,Exchange ID,Export to IFC,Export to IFC As,Export Type to IFC,Export Type to IFC As,Family,Family and Type,Flow,IFC Predefined Type,IfcGUID,Image,Keynote,Level,Manufacturer,Mark,Max Flow,Min Flow,Model,Phase Created,Phase Demolished,Size,System Abbreviation,System Classification,System Name,System Type,Type,Type Comments,Type IFC Predefined Type,Type IfcGUID,Type Image,Type Mark,URL
,,,,,,,1,No,,-12' - 1 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2jT9$NWlTFkPd98E_0Fd14,,,L3,,487,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 50,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 7 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2jT9$NWlTFkPd98E_0FdwE,,,L1 - Block 37,,495,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 69,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 7 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2jT9$NWlTFkPd98E_0Fdx2,,,L1 - Block 37,,496,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 69,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 7 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2jT9$NWlTFkPd98E_0Fdaz,,,L1 - Block 37,,497,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 69,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 7 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2jT9$NWlTFkPd98E_0Fdbf,,,L1 - Block 37,,498,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 69,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,Yes,,10' - 7 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2jT9$NWlTFkPd98E_0FdbR,,,L1 - Block 37,,499,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 69,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 7 1/2",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,2jT9$NWlTFkPd98E_0Fdcf,,,L1 - Block 37,,500,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 69,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,23.75.70.21.27.11,,,,1,No,,9' - 0",,,,By Type,,Default,,Supply Diffuser - Square - Hosted,Supply Diffuser - Square - Hosted: 12" x 12",100 CFM,,2jT9$NWlTFkPd98E_0FdWi,,,L1 - Block 37,,501,,,,New Construction,None,6"x6",,Supply Air,Mechanical Supply Air 69,Supply Air,12" x 12",,,0B82sWVf587AtmxOGOUsqV,,,
,,,23.75.70.21.27.11,,,,1,No,,9' - 0",,,,By Type,,Default,,Supply Diffuser - Square - Hosted,Supply Diffuser - Square - Hosted: 12" x 12",100 CFM,,2jT9$NWlTFkPd98E_0FdWV,,,L1 - Block 37,,502,,,,New Construction,None,6"x6",,Supply Air,Mechanical Supply Air 69,Supply Air,12" x 12",,,0B82sWVf587AtmxOGOUsqV,,,
,,,,,,,1,No,,7' - 10",,,,By Type,,Default,,Air Terminal-Exhaust Cap-FB,Air Terminal-Exhaust Cap-FB: 4" DIA,0 CFM,,2jT9$NWlTFkPd98E_0FeVH,,,L1 - Block 37,,504,,,,New Construction,None,4"ø,,Exhaust Air,Mechanical Exhaust Air 29,Exhaust Air,4" DIA,,,0uItpyAgXCovb3y_iwf_Qg,,,
,,,,,,,1,No,,9' - 1",,,,By Type,,Default,,Air Terminal-Exhaust Cap-FB,Air Terminal-Exhaust Cap-FB: 4" DIA,0 CFM,,0QxpA5Y6rF99SlWvl98uuz,,,L3,,505,,,,New Construction,None,4"ø,,Exhaust Air,Mechanical Exhaust Air 31,Exhaust Air,4" DIA,,,0uItpyAgXCovb3y_iwf_Qg,,,
,,,,,,,1,Yes,,-9' - 9",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0QxpA5Y6rF99SlWvl98uMJ,,,L3,,511,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 72,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,-3' - 9",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0QxpA5Y6rF99SlWvl98uIr,,,L3,,515,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 72,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,2' - 3",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0QxpA5Y6rF99SlWvl98uHY,,,L3,,516,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 72,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,8' - 3",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0QxpA5Y6rF99SlWvl98uGA,,,L3,,517,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 72,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,8' - 4",,,,By Type,,Default,,Air Terminal-Exhaust Cap-FB,Air Terminal-Exhaust Cap-FB: 4" DIA,0 CFM,,353$JCBGvDxvbe$airW9l0,,,L1 - Block 35,,533,,,,New Construction,None,4"ø,,Exhaust Air,Mechanical Exhaust Air 32,Exhaust Air,4" DIA,,,0uItpyAgXCovb3y_iwf_Qg,,,
,,,23.75.70.21.27.11,,,,1,No,,9' - 0",,,,By Type,,Default,,Supply Diffuser - Square - Hosted,Supply Diffuser - Square - Hosted: 12" x 12",100 CFM,,1JbANhx6TBfudXEbM1T$l3,,,L1 - Block 37,,534,,,,New Construction,None,9"x9",,Supply Air,Mechanical Supply Air 76,Supply Air,12" x 12",,,0B82sWVf587AtmxOGOUsqV,,,
,,,23.75.70.21.27.11,,,,1,Yes,,9' - 0",,,,By Type,,Default,,Supply Diffuser - Square - Hosted,Supply Diffuser - Square - Hosted: 12" x 12",100 CFM,,1JbANhx6TBfudXEbM1T$i8,,,L1 - Block 37,,535,,,,New Construction,None,9"x9",,Supply Air,Mechanical Supply Air 76,Supply Air,12" x 12",,,0B82sWVf587AtmxOGOUsqV,,,
,,,,,,,1,No,,9' - 11",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,1JbANhx6TBfudXEbM1T$Vi,,,L1 - Block 37,,536,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 76,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,9' - 11",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,1JbANhx6TBfudXEbM1T$St,,,L1 - Block 37,,537,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 76,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,1JbANhx6TBfudXEbM1T$TA,,,L1 - Block 37,,538,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 76,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,10' - 1",,,,By Type,,Default,,Supply Grille - Double Deflection - Curve Face Rectangular Neck,Supply Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,1JbANhx6TBfudXEbM1T$36,,,L1 - Block 37,,539,,,,New Construction,None,16"x4",,Supply Air,Mechanical Supply Air 76,Supply Air,16x4 Connection 8 Diameter Duct,,,0d1xlIsmn0D9DcDwK83sQP,,,
,,,,,,,1,No,,7' - 10",,,,By Type,,Default,,Air Terminal-Exhaust Cap-FB,Air Terminal-Exhaust Cap-FB: 4" DIA,0 CFM,,2qddrnii58XA6FIv14q_9r,,,L1 - Block 37,,543,,,,New Construction,None,4"ø,,Exhaust Air,Mechanical Exhaust Air 33,Exhaust Air,4" DIA,,,0uItpyAgXCovb3y_iwf_Qg,,,
,,,,,,,1,No,,-13' - 6 1/2",,,,By Type,,Default,,Air Terminal-Exhaust Cap-FB,Air Terminal-Exhaust Cap-FB: 4" DIA,0 CFM,,0C4AccZxn9LBim4QVrD81e,,,L3,,544,,,,New Construction,None,4"ø,,Exhaust Air,Mechanical Exhaust Air 21,Exhaust Air,4" DIA,,,0uItpyAgXCovb3y_iwf_Qg,,,
,,,,,,,1,Yes,,8' - 8",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0C4AccZxn9LBim4QVrDBQT,,,L1 - Block 37,,547,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 68,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,20' - 9",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0C4AccZxn9LBim4QVrDBWD,,,L1 - Block 37,,548,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 14,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,20' - 9",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0C4AccZxn9LBim4QVrDByT,,,L1 - Block 37,,549,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 15,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,9' - 1",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0C4AccZxn9LBim4QVrDBvA,,,L2,,550,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 10,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,7' - 9",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0C4AccZxn9LBim4QVrDA6Y,,,L2,,552,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 7,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,7' - 9",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0C4AccZxn9LBim4QVrDA1V,,,L2,,553,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 7,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,7' - 7 21/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0C4AccZxn9LBim4QVrDA0Y,,,L2,,554,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 8,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,7' - 7 21/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0C4AccZxn9LBim4QVrDA3R,,,L2,,555,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 8,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,7' - 7 21/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0C4AccZxn9LBim4QVrDA3w,,,L2,,556,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 8,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,7' - 7 21/32",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0C4AccZxn9LBim4QVrDA2Y,,,L2,,557,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 8,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,6' - 3 1/2",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0C4AccZxn9LBim4QVrDAPS,,,L2,,558,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 9,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,6' - 3 1/2",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0C4AccZxn9LBim4QVrDAPj,,,L2,,559,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 9,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,6' - 3 1/2",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0C4AccZxn9LBim4QVrDARO,,,L2,,560,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 9,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,8' - 0",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0C4AccZxn9LBim4QVrDAKo,,,L2,,561,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 9,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,8' - 0",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,0C4AccZxn9LBim4QVrDAGD,,,L2,,562,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 6,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,8' - 0",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0C4AccZxn9LBim4QVrDAJj,,,L2,,563,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 7,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,8' - 0",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0C4AccZxn9LBim4QVrDAiM,,,L2,,564,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 5,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,10' - 9",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0C4AccZxn9LBim4QVrDAlW,,,M1,,565,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 28,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,8' - 3",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,0C4AccZxn9LBim4QVrDAfi,,,L2,,566,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 22,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,171bpfi_LEggAtV8KFUs1v,,,L3,,567,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 25,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,171bpfi_LEggAtV8KFUs3d,,,L3,,568,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 26,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,171bpfi_LEggAtV8KFUsTP,,,L3,,569,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 16,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,171bpfi_LEggAtV8KFUsSX,,,L3,,570,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 4,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,10' - 4",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,171bpfi_LEggAtV8KFUsUS,,,L3,,571,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 19,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,171bpfi_LEggAtV8KFUsPR,,,L3,,572,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 21,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,10' - 2",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,171bpfi_LEggAtV8KFUsOv,,,L3,,573,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 37,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,10' - 1 1/2",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,171bpfi_LEggAtV8KFUsNi,,,L3,,574,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 35,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,9' - 1",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,171bpfi_LEggAtV8KFUsHq,,,L3,,575,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 71,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,Yes,,10' - 10",,,,By Type,,Default,,Air Terminal-Supply Cap-FB,Air Terminal-Supply Cap-FB: 4" DIA,300 CFM,,171bpfi_LEggAtV8KFUsJk,,,L3,,576,,,,New Construction,None,4"ø,,Supply Air,Mechanical Supply Air 32,Supply Air,4" DIA,,,0C4AccZxn9LBim4QVrDBOV,,,
,,,,,,,1,No,,11' - 10",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUfg2,,,L3,,577,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 16,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,11' - 10",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUfb$,,,L3,,578,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 16,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUfaL,,,L3,,579,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 16,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUfab,,,L3,,580,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 16,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUfd$,,,L3,,581,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 16,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUfcB,,,L3,,582,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 16,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUfc4,,,L3,,583,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 16,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUfXR,,,L3,,584,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 16,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUf$6,,,L3,,585,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 17,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,Yes,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUf$l,,,L3,,586,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 17,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUf_K,,,L3,,587,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 17,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
,,,,,,,1,No,,10' - 8",,,,By Type,,Default,,Return Grille - Double Deflection - Curve Face Rectangular Neck,Return Grille - Double Deflection - Curve Face Rectangular Neck: 16x4 Connection 8 Diameter Duct,100 CFM,,171bpfi_LEggAtV8KFUf_Y,,,L3,,588,,,,New Construction,None,16"x4",,Return Air,Mechanical Return Air 17,Return Air,16x4 Connection 8 Diameter Duct,,,0C4AccZxn9LBim4QVrDA5N,,,
